"","DATES","TMAX"
"1",2016-01-08,26.6203703703704
"2",2016-01-09,28.287037037037
"3",2016-01-10,28.8425925925926
"4",2016-01-11,28.287037037037
"5",2016-01-12,28.287037037037
"6",2016-01-13,28.8425925925926
"7",2016-01-14,27.7314814814815
